Area Name,Date,# of Hunters,# of Ducks,# of Geese,# of Waterfowl,Average Ducks,Average Geese,Average Waterfowl,#1 Species,#2 Species
Merced,11/6,24,34,1,35,1.4,0.0,1.5,NSHO,NOPI
Merced,11/9,27,26,0,26,1.0,0.0,1.0,NSHO,NOPI
Sacramento,11/6,93,117,15,132,1.3,0.2,1.4,NSHO,RNDU
Sacramento,11/9,125,149,24,173,1.2,0.2,1.4,RNDU,NSHO
Sacramento,11/10,96,99,10,109,1.0,0.1,1.1,NSHO,NOPI
Salt Slough,11/6,11,14,0,14,1.3,0.0,1.3,MALL,NOPI
Salt Slough,11/9,50,10,0,10,0.2,0.0,0.2,MALL,AGWT
Salt Slough,11/10,9,6,0,6,0.7,0.0,0.7,MALL,WODU
Sonny Bono,11/6,0,0,0,0,0,0,0,,
Sonny Bono,11/9,8,7,27,34,0.9,3.4,4.3,LSGO,AMWI
Sonny Bono,11/10,2,2,0,2,1.0,0.0,1.0,BUFF,
San Jacinto,11/6,134,241,1,242,1.8,0.0,1.8,NOSHI,GADW
San Jacinto,11/9,155,208,0,208,1.3,0.0,1.3,GADW,NOSHI
San Luis,11/6,27,30,0,30,1.1,0.0,1.1,MALL,NSHO
San Luis,11/9,60,38,0,38,0.6,0.0,0.6,AGWT,MALL
San Luis,11/10,23,4,0,4,0.2,0.0,0.2,AGWT,NSHO
Shasta Valley,11/6,15,43,0,43,2.9,0.0,2.9,AGWT,MALL
Shasta Valley,11/9,17,52,4,56,3.1,0.2,3.3,MALL,AGWT
Shasta Valley,11/10,13,5,0,5,0.4,0.0,0.4,AGWT,MALL
Sutter,11/6,15,11,2,13,0.7,0.1,0.9,MALL,AMWI
Sutter,11/9,27,21,1,22,0.8,0.0,0.8,MALL,NSHO
Sutter,11/10,33,37,0,37,1.1,0.0,1.1,AMWI,AGWT
Volta,11/6,15,15,0,15,1.0,0.0,1.0,NSHO,GADW
Volta,11/9,51,32,0,32,0.6,0.0,0.6,MALL,AGWT
Volta,11/10,8,2,0,2,0.3,0.0,0.3,MALL,AGWT
West Family Jr,11/6,3,5,0,5,1.7,0.0,1.7,NSHO,NOPI
West Family Jr,11/9,4,2,0,2,0.5,0.0,0.5,MALL,GOLD
West Family Jr,11/10,0,0,0,0,0,0,0,,
Willow Creek,11/6,2,0,0,0,0,0,0,,
Willow Creek,11/9,7,7,1,8,1.0,0.1,1.1,AMWI,AGWT
Willow Creek,11/10,1,0,0,0,0,0,0,,
Wister,11/6,66,101,0,101,1.5,0.0,1.5,AMWI,NOPI
Wister,11/9,146,135,53,188,0.9,0.4,1.3,LSGO,NOPI
Wister,11/10,66,16,3,19,0.2,0.0,0.3,AMWI,LSGO
Yolo,11/6,104,112,3,115,1.1,0.0,1.1,NSHO,AMWI
Yolo,11/9,220,133,1,134,0.6,0.0,0.6,NSHO,AGWT
Yolo,11/10,141,38,0,38,0.3,0.0,0.3,NOPI,AGWT
Ash Creek,11/13,5,5,0,5,1.0,0.0,1.0,NSHO,GADW
Ash Creek,11/16,19,59,0,59,3.1,0.0,3.1,MALL,AMWI
Ash Creek,11/19,4,1,0,1,0.3,0.0,0.3,MALL,
Butte Valley,11/13,2,0,0,0,0,0,0,,
Butte Valley,11/16,2,0,0,0,0,0,0,,
Butte Valley,11/19,0,0,0,0,0,0,0,,
China Island,11/13,8,0,0,0,0,0,0,,
China Island,11/16,28,3,0,3,0.1,0.0,0.1,MALL,NSHO
China Island,11/19,4,0,0,0,0,0,0,,
Colusa,11/13,37,31,1,32,0.8,0.0,0.9,NSHO,NOPI
Colusa,11/16,50,57,2,59,1.1,0.0,1.2,NSHO,GADW
Colusa,11/19,38,18,1,19,0.5,0.0,0.5,NOPI,AGWT
Delevan,11/13,72,85,4,89,1.2,0.1,1.2,GADW,NOPI
Delevan,11/16,129,169,15,184,1.3,0.1,1.4,NOPI,GADW
Delevan,11/19,79,66,2,68,0.8,0.0,0.9,NOPI,GADW
Freitas North,11/13,6,8,0,8,1.3,0.0,1.3,MALL,AMWI
Freitas North,11/16,8,7,0,7,0.9,0.0,0.9,WODU,MALL
Freitas North,11/19,5,5,0,5,1.0,0.0,1.0,MALL,
Freitas South,11/13,4,6,0,6,1.5,0.0,1.5,MALL,NSHO
Freitas South,11/16,8,1,0,1,0.1,0.0,0.1,MALL,
Freitas South,11/19,1,0,0,0,0,0,0,,
Gadwall,11/13,9,1,0,1,0.1,0.0,0.1,AGWT,
Gadwall,11/16,18,9,0,9,0.5,0.0,0.5,AGWT,MALL
Gadwall,11/19,4,2,0,2,0.5,0.0,0.5,NSHO,
Goodyear Slough,11/13,4,1,0,1,0.3,0.0,0.3,NSHO,
Goodyear Slough,11/16,13,23,0,23,1.8,0.0,1.8,NSHO,NOPI
Goodyear Slough,11/19,10,6,0,6,0.6,0.0,0.6,NOPI,NSHO
Gray Lodge,11/13,82,85,2,87,1.0,0.0,1.1,RNDU,AMWI
Gray Lodge,11/16,153,100,3,103,0.7,0.0,0.7,RNDU,MALL
Gray Lodge,11/19,80,41,5,46,0.5,0.1,0.6,RNDU,GADW
Honey Lake- Dakin,11/13,5,5,0,5,1.0,0.0,1.0,WODU,MALL
Honey Lake- Dakin,11/16,7,0,0,0,0,0,0,,
Honey Lake- Dakin,11/19,0,0,1,1,0,0,0,,
Honey Lake-Fleming,11/13,6,1,0,1,0.2,0.0,0.2,NSHO,
Honey Lake-Fleming,11/16,7,0,5,5,0.0,0.7,0.7,LSGO,CAGO
Honey Lake-Fleming,11/19,1,1,0,1,1.0,0.0,1.0,AGWT,
Howard Slough,11/13,14,5,0,5,0.4,0.0,0.4,GADW,AMWI
Howard Slough,11/16,38,10,0,10,0.3,0.0,0.3,MALL,WODU
Howard Slough,11/19,14,7,0,7,0.5,0.0,0.5,MALL,NOPI
Island Slough,11/13,6,2,0,2,0.3,0.0,0.3,GOLD,
Island Slough,11/16,16,15,0,15,0.9,0.0,0.9,GOLD,NSHO
Island Slough,11/19,6,3,0,3,0.5,0.0,0.5,GOLD,
Kern,11/13,41,82,0,82,2.0,0.0,2.0,GADW,NSHO
Kern,11/16,55,102,0,102,1.9,0.0,1.9,NSHO,GADW
Kesterson,11/13,23,12,0,12,0.5,0.0,0.5,MALL,NSHO
Kesterson,11/16,29,8,0,8,0.3,0.0,0.3,AGWT,NSHO
Kesterson,11/19,18,2,0,2,0.1,0.0,0.1,NOPI,NSHO
Little Dry Creek,11/13,55,67,1,68,1.2,0.0,1.2,MALL,NSHO
Little Dry Creek,11/16,76,55,3,58,0.7,0.0,0.8,MALL,GADW
Little Dry Creek,11/19,34,48,6,54,1.4,0.2,1.6,AMWI,NOPI
Llano Seco,11/13,16,6,3,9,0.4,0.2,0.6,NSHO,LSGO
Llano Seco,11/16,26,12,0,12,0.5,0.0,0.5,GADW,AMWI
Llano Seco,11/19,11,6,0,6,0.5,0.0,0.5,NSHO,AMWI
Los Banos,11/13,27,11,0,11,0.4,0.0,0.4,MALL,NSHO
Los Banos,11/16,75,25,0,25,0.3,0.0,0.3,AGWT,CITE
Los Banos,11/19,37,9,0,9,0.2,0.0,0.2,MALL,NSHO
Mendota,11/13,36,34,1,35,0.9,0.0,1.0,MALL,NSHO
Mendota,11/16,122,36,2,38,0.3,0.0,0.3,MALL,REDH
Mendota,11/19,74,12,0,12,0.2,0.0,0.2,BUFF,MALL
Merced,11/13,14,31,0,31,2.2,0.0,2.2,NSHO,GADW
Merced,11/16,35,47,0,47,1.3,0.0,1.3,MALL,NSHO
Sacramento,11/13,79,98,14,112,1.2,0.2,1.4,RNDU,NSHO
Sacramento,11/16,143,170,28,198,1.2,0.2,1.4,NSHO,NOPI
Sacramento,11/19,65,64,8,72,1.0,0.1,1.1,RNDU,AMWI
Salt Slough,11/13,8,3,0,3,0.4,0.0,0.4,MALL,CITE
Salt Slough,11/16,17,6,0,6,0.4,0.0,0.4,MALL,
Salt Slough,11/19,9,3,0,3,0.3,0.0,0.3,MALL,AGWT
Sonny Bono,11/13,8,0,0,0,0,0,0,,
Sonny Bono,11/16,9,0,57,57,0.0,6.3,6.3,LSGO,ROGO
Sonny Bono,11/19,7,0,9,9,0.0,1.3,1.3,LSGO,CACG
San Jacinto,11/13,128,301,0,301,2.4,0.0,2.4,GADW,CITE
San Jacinto,11/16,132,131,0,131,1.0,0.0,1.0,CITE,GADW
San Luis,11/13,30,28,0,28,0.9,0.0,0.9,MALL,GADW
San Luis,11/16,44,26,0,26,0.6,0.0,0.6,MALL,AGWT
San Luis,11/19,18,7,0,7,0.4,0.0,0.4,MALL,
Shasta Valley,11/13,18,39,0,39,2.2,0.0,2.2,AGWT,RNDU
Shasta Valley,11/16,13,37,0,37,2.8,0.0,2.8,AGWT,RNDU
Shasta Valley,11/19,0,0,0,0,0,0,0,,
Sutter,11/13,29,32,2,34,1.1,0.1,1.2,AMWI,MALL
Sutter,11/16,46,43,4,47,0.9,0.1,1.0,NSHO,MALL
Sutter,11/19,43,6,2,8,0.1,0.0,0.2,NSHO,GWFG
Volta,11/13,13,5,0,5,0.4,0.0,0.4,MALL,NOPI
Volta,11/16,21,3,0,3,0.1,0.0,0.1,MALL,NSHO
Volta,11/19,14,10,0,10,0.7,0.0,0.7,WODU,MALL
West Bear Creek,11/16,38,74,0,74,1.9,0.0,1.9,WODU,MALL
West Bear Creek,11/19,29,17,0,17,0.6,0.0,0.6,MALL,WODU
West Family Jr,11/13,2,0,0,0,0,0,0,,
West Family Jr,11/16,2,0,0,0,0,0,0,,
West Family Jr,11/19,0,0,0,0,0,0,0,,
Willow Creek,11/13,0,0,0,0,0,0,0,,
Willow Creek,11/16,5,0,0,0,0,0,0,,
Willow Creek,11/19,0,0,0,0,0,0,0,,
Wister,11/13,69,62,10,72,0.9,0.1,1.0,NOPI,AMWI
Wister,11/16,115,91,22,113,0.8,0.2,1.0,NOPI,AGWT
Wister,11/19,47,11,7,18,0.2,0.1,0.4,LSGO,GADW
Yolo,11/13,126,59,2,61,0.5,0.0,0.5,NSHO,AGWT
Yolo,11/16,145,71,6,77,0.5,0.0,0.5,NSHO,NOPI
Yolo,11/19,86,16,1,17,0.2,0.0,0.2,NSHO,NOPI
Ash Creek,11/20,13,22,1,23,1.7,0.1,1.8,MALL,AMWI
Ash Creek,11/23,16,35,0,35,2.2,0.0,2.2,MALL,AMWI
Ash Creek,11/24,7,9,0,9,1.3,0.0,1.3,MALL,GADW
Butte Valley,11/20,2,1,0,1,0.5,0.0,0.5,AGWT,
Butte Valley,11/23,1,0,0,0,0,0,0,,
Butte Valley,11/24,0,0,0,0,0,0,0,,
China Island,11/20,14,0,0,0,0,0,0,,
China Island,11/23,11,2,0,2,0.2,0.0,0.2,MALL,WODU
China Island,11/24,8,0,0,0,0,0,0,,
Colusa,11/20,111,319,134,453,2.9,1.2,4.1,GADW,AMWI
Colusa,11/23,91,218,3,221,2.4,0.0,2.4,GADW,AGWT
Colusa,11/24,27,28,2,30,1.0,0.1,1.1,GADW,NSHO
Delevan,11/20,171,535,96,631,3.1,0.6,3.7,GADW,AMWI
Delevan,11/23,140,501,31,532,3.6,0.2,3.8,NSHO,AGWT
Delevan,11/24,90,159,10,169,1.8,0.1,1.9,NSHO,NOPI
Freitas North,11/20,8,3,0,3,0.4,0.0,0.4,MALL,
Freitas North,11/23,6,2,0,2,0.3,0.0,0.3,MALL,
Freitas North,11/24,8,7,0,7,0.9,0.0,0.9,MALL,
Freitas South,11/20,1,0,0,0,0,0,0,,
Freitas South,11/23,5,4,0,4,0.8,0.0,0.8,MALL,OTDU
Freitas South,11/24,2,0,0,0,0,0,0,,
Gadwall,11/20,10,13,0,13,1.3,0.0,1.3,NSHO,AGWT
Gadwall,11/23,15,10,0,10,0.7,0.0,0.7,NSHO,MALL
Gadwall,11/24,9,8,0,8,0.9,0.0,0.9,NSHO,GADW
Goodyear Slough,11/20,9,44,0,44,4.9,0.0,4.9,NSHO,AGWT
Goodyear Slough,11/23,6,7,0,7,1.2,0.0,1.2,AGWT,MALL
Goodyear Slough,11/24,10,12,0,12,1.2,0.0,1.2,AGWT,MALL
Gray Lodge,11/20,146,127,11,138,0.9,0.1,0.9,GADW,MALL
Gray Lodge,11/23,148,179,4,183,1.2,0.0,1.2,GADW,RNDU
Gray Lodge,11/24,82,62,4,66,0.8,0.0,0.8,RNDU,MALL
Grizzly Island,11/20,71,42,5,47,0.6,0.1,0.7,NSHO,NOPI
Grizzly Island,11/23,63,35,0,35,0.6,0.0,0.6,NSHO,GOLD
Grizzly Island,11/24,48,13,1,14,0.3,0.0,0.3,NSHO,GOLD
Honey Lake- Dakin,11/20,9,6,0,6,0.7,0.0,0.7,NOPI,MALL
Honey Lake- Dakin,11/23,6,12,2,14,2.0,0.3,2.3,MALL,NOPI
Honey Lake- Dakin,11/24,8,2,0,2,0.3,0.0,0.3,NSHO,
Honey Lake-Fleming,11/20,7,0,3,3,0.0,0.4,0.4,CAGO,
Honey Lake-Fleming,11/23,7,7,0,7,1.0,0.0,1.0,MALL,
Honey Lake-Fleming,11/24,4,4,0,4,1.0,0.0,1.0,AGWT,
Howard Slough,11/20,36,61,6,67,1.7,0.2,1.9,MALL,AMWI
Howard Slough,11/23,36,22,0,22,0.6,0.0,0.6,MALL,OTDU
Howard Slough,11/24,24,11,1,12,0.5,0.0,0.5,OTDU,NSHO
Island Slough,11/20,4,10,0,10,2.5,0.0,2.5,GOLD,NSHO
Island Slough,11/23,12,9,0,9,0.8,0.0,0.8,NSHO,BUFF
Island Slough,11/24,3,0,0,0,0,0,0,,
Kern,11/20,59,186,0,186,3.2,0.0,3.2,NSHO,GADW
Kern,11/23,73,178,0,178,2.4,0.0,2.4,NSHO,GADW
Kesterson,11/20,23,17,0,17,0.7,0.0,0.7,MALL,NSHO
Kesterson,11/23,28,14,0,14,0.5,0.0,0.5,AGWT,NSHO
Kesterson,11/24,18,3,0,3,0.2,0.0,0.2,NSHO,
Little Dry Creek,11/20,94,290,5,295,3.1,0.1,3.1,AMWI,MALL
Little Dry Creek,11/23,76,119,2,121,1.6,0.0,1.6,GADW,MALL
Little Dry Creek,11/24,56,76,1,77,1.4,0.0,1.4,NSHO,AMWI
Llano Seco,11/20,25,40,4,44,1.6,0.2,1.8,AMWI,GADW
Llano Seco,11/23,21,11,0,11,0.5,0.0,0.5,MALL,GADW
Llano Seco,11/24,13,11,0,11,0.8,0.0,0.8,AGWT,AMWI
Los Banos,11/20,49,19,0,19,0.4,0.0,0.4,NSHO,AMWI
Los Banos,11/23,70,32,0,32,0.5,0.0,0.5,NSHO,MALL
Los Banos,11/24,47,10,0,10,0.2,0.0,0.2,NSHO,MALL
Mendota,11/20,91,38,0,38,0.4,0.0,0.4,MALL,NSHO
Mendota,11/23,110,59,1,60,0.5,0.0,0.5,CANV,RNDU
Mendota,11/24,32,28,0,28,0.9,0.0,0.9,MALL,GADW
Merced,11/20,32,61,0,61,1.9,0.0,1.9,WODU,MALL
Merced,11/23,34,55,0,55,1.6,0.0,1.6,MALL,AGWT
Sacramento,11/20,171,287,202,489,1.7,1.2,2.9,LSGO,MALL
Sacramento,11/23,130,311,33,344,2.4,0.3,2.6,RNDU,NSHO
Sacramento,11/24,79,89,22,111,1.1,0.3,1.4,NSHO,GADW
Salt Slough,11/20,7,4,0,4,0.6,0.0,0.6,MALL,AGWT
Salt Slough,11/23,26,13,0,13,0.5,0.0,0.5,MALL,NSHO
Salt Slough,11/24,14,4,0,4,0.3,0.0,0.3,GADW,NSHO
Sonny Bono,11/20,8,4,15,19,0.5,1.9,2.4,LSGO,ROGO
Sonny Bono,11/23,10,20,3,23,2.0,0.3,2.3,GADW,AGWT
Sonny Bono,11/24,10,8,3,11,0.8,0.3,1.1,AGWT,NSHO
San Jacinto,11/20,145,333,1,334,2.3,0.0,2.3,CITE,AGWT
San Jacinto,11/23,204,165,4,169,0.8,0.0,0.8,GADW,CITE
San Luis,11/20,28,20,2,22,0.7,0.1,0.8,MALL,NSHO
San Luis,11/23,49,37,0,37,0.8,0.0,0.8,MALL,NSHO
San Luis,11/24,19,2,0,2,0.1,0.0,0.1,NSHO,
Shasta Valley,11/20,17,46,2,48,2.7,0.1,2.8,AGWT,MALL
Shasta Valley,11/23,19,61,0,61,3.2,0.0,3.2,AGWT,NOPI
Shasta Valley,11/24,10,23,6,29,2.3,0.6,2.9,AGWT,RNDU
Sutter,11/20,68,87,26,113,1.3,0.4,1.7,MALL,AMWI
Sutter,11/23,29,30,1,31,1.0,0.0,1.1,AMWI,MALL
Sutter,11/24,34,23,0,23,0.7,0.0,0.7,MALL,WODU
Volta,11/20,21,2,0,2,0.1,0.0,0.1,MALL,NSHO
Volta,11/23,28,10,0,10,0.4,0.0,0.4,MALL,AGWT
Volta,11/24,14,4,0,4,0.3,0.0,0.3,WODU,MALL
West Bear Creek,11/20,23,9,0,9,0.4,0.0,0.4,MALL,WODU
West Bear Creek,11/23,21,11,0,11,0.5,0.0,0.5,MALL,WODU
West Bear Creek,11/24,11,4,0,4,0.4,0.0,0.4,MALL,GADW
West Family Jr,11/20,0,0,0,0,0,0,0,,
West Family Jr,11/23,4,0,0,0,0,0,0,,
West Family Jr,11/24,1,1,0,1,1.0,0.0,1.0,RUDU,
Willow Creek,11/20,0,0,0,0,0,0,0,,
Willow Creek,11/23,3,0,0,0,0,0,0,,
Willow Creek,11/24,0,0,0,0,0,0,0,,
Wister,11/20,47,46,25,71,1.0,0.5,1.5,LSGO,NOPI
Wister,11/23,111,116,19,135,1.0,0.2,1.2,NOPI,GADW
Wister,11/24,54,18,18,36,0.3,0.3,0.7,LSGO,MALL
Yolo,11/20,154,97,18,115,0.6,0.1,0.7,NOPI,MALL
Yolo,11/23,140,93,8,101,0.7,0.1,0.7,NSHO,NOPI
Yolo,11/24,101,11,1,12,0.1,0.0,0.1,GOLD,NOPI
Ash Creek,11/27,15,33,1,34,2.2,0.1,2.3,MALL,RNDU
Ash Creek,11/30,11,16,2,18,1.5,0.2,1.6,MALL,BUFF
Ash Creek,12/1,2,0,0,0,0,0,0,,
Butte Valley,11/27,0,0,0,0,0,0,0,,
Butte Valley,11/30,0,0,0,0,0,0,0,,
Butte Valley,12/1,0,0,0,0,0,0,0,,
China Island,11/27,11,29,0,29,2.6,0.0,2.6,AGWT,MALL
China Island,11/30,17,7,0,7,0.4,0.0,0.4,AGWT,AGWT
China Island,12/1,5,0,0,0,0,0,0,,
Colusa,11/27,109,200,1,201,1.8,0.0,1.8,NSHO,GADW
Colusa,11/30,105,307,3,310,2.9,0.0,3.0,AGWT,GADW
Colusa,12/1,66,188,0,188,2.8,0.0,2.8,GADW,NSHO
Delevan,11/27,167,614,18,632,3.7,0.1,3.8,NSHO,GADW
Delevan,11/30,209,647,10,657,3.1,0.0,3.1,NSHO,AGWT
Delevan,12/1,152,380,3,383,2.5,0.0,2.5,NSHO,GADW
Freitas North,11/27,6,19,0,19,3.2,0.0,3.2,AGWT,MALL
Freitas North,11/30,24,18,0,18,0.8,0.0,0.8,MALL,MALL
Freitas North,12/1,3,12,0,12,4.0,0.0,4.0,AGWT,MALL
Freitas South,11/27,3,9,0,9,3.0,0.0,3.0,AGWT,MALL
Freitas South,11/30,14,8,0,8,0.6,0.0,0.6,AGWT,GADW
Freitas South,12/1,6,2,0,2,0.3,0.0,0.3,MALL,
Gadwall,11/27,34,45,1,46,1.3,0.0,1.4,NSHO,AGWT
Gadwall,11/30,33,102,0,102,3.1,0.0,3.1,NSHO,AGWT
Gadwall,12/1,39,98,0,98,2.5,0.0,2.5,NSHO,AGWT
Goodyear Slough,11/27,21,18,0,18,0.9,0.0,0.9,NSHO,AMWI
Goodyear Slough,11/30,15,34,0,34,2.3,0.0,2.3,NSHO,AMWI
Goodyear Slough,12/1,13,13,0,13,1.0,0.0,1.0,AMWI,NSHO
Gray Lodge,11/27,210,266,3,269,1.3,0.0,1.3,RNDU,GADW
Gray Lodge,11/30,536,275,3,278,0.5,0.0,0.5,GADW,NSHO
Gray Lodge,12/1,237,290,2,292,1.2,0.0,1.2,AMWI,NSHO
Grizzly Island,11/27,86,61,6,67,0.7,0.1,0.8,NSHO,MALL
Grizzly Island,11/30,111,122,0,122,1.1,0.0,1.1,NSHO,GOLD
Grizzly Island,12/1,62,99,0,99,1.6,0.0,1.6,NSHO,GOLD
Honey Lake- Dakin,11/27,7,36,2,38,5.1,0.3,5.4,MALL,NSHO
Honey Lake- Dakin,11/30,10,14,1,15,1.4,0.1,1.5,MALL,NOPI
Honey Lake- Dakin,12/1,4,23,0,23,5.8,0.0,5.8,MALL,AGWT
Honey Lake-Fleming,11/27,11,7,3,10,0.6,0.3,0.9,MALL,CAGO
Honey Lake-Fleming,11/30,7,4,0,4,0.6,0.0,0.6,MALL,NOPI
Honey Lake-Fleming,12/1,1,5,0,5,5.0,0.0,5.0,MALL,AGWT
Howard Slough,11/27,53,67,1,68,1.3,0.0,1.3,MALL,AMWI
Howard Slough,11/30,67,109,6,115,1.6,0.1,1.7,NSHO,AMWI
Howard Slough,12/1,53,146,1,147,2.8,0.0,2.8,AMWI,AMWI
Island Slough,11/27,11,7,0,7,0.6,0.0,0.6,NSHO,CITE
Island Slough,11/30,31,27,0,27,0.9,0.0,0.9,NSHO,AMWI
Island Slough,12/1,8,3,0,3,0.4,0.0,0.4,AGWT,NSHO
Joice Island,11/27,26,72,0,72,2.8,0.0,2.8,MALL,GADW
Kern,11/27,76,186,0,186,2.4,0.0,2.4,NSHO,AGWT
Kern,11/30,94,153,3,156,1.6,0.0,1.7,NSHO,BUFF
Kesterson,11/27,63,68,0,68,1.1,0.0,1.1,AGWT,NSHO
Kesterson,11/30,69,51,0,51,0.7,0.0,0.7,AGWT,MALL
Kesterson,12/1,49,56,0,56,1.1,0.0,1.1,AGWT,MALL
Little Dry Creek,11/27,104,216,2,218,2.1,0.0,2.1,MALL,AMWI
Little Dry Creek,11/30,109,319,2,321,2.9,0.0,2.9,NSHO,GADW
Little Dry Creek,12/1,87,351,1,352,4.0,0.0,4.0,AMWI,AGWT
Llano Seco,11/27,36,26,2,28,0.7,0.1,0.8,AMWI,AGWT
Llano Seco,11/30,33,50,1,51,1.5,0.0,1.5,NSHO,AMWI
Llano Seco,12/1,33,53,1,54,1.6,0.0,1.6,AMWI,AGWT
Los Banos,11/27,90,76,0,76,0.8,0.0,0.8,AGWT,NSHO
Los Banos,11/30,149,149,0,149,1.0,0.0,1.0,NSHO,MALL
Los Banos,12/1,80,89,0,89,1.1,0.0,1.1,NSHO,MALL
Mendota,11/27,141,275,2,277,2.0,0.0,2.0,AGWT,RNDU
Mendota,11/30,221,219,7,226,1.0,0.0,1.0,AGWT,MALL
Mendota,12/1,98,118,1,119,1.2,0.0,1.2,AGWT,CITE
Merced,11/27,39,69,2,71,1.8,0.1,1.8,NSHO,MALL
Merced,11/30,32,77,4,81,2.4,0.1,2.5,NSHO,GADW
Sacramento,11/27,142,389,13,402,2.7,0.1,2.8,NSHO,GADW
Sacramento,11/30,195,607,7,614,3.1,0.0,3.1,NSHO,GADW
Sacramento,12/1,122,334,2,336,2.7,0.0,2.8,GADW,NSHO
Salt Slough,11/27,34,42,0,42,1.2,0.0,1.2,MALL,NSHO
Salt Slough,11/30,61,69,1,70,1.1,0.0,1.1,MALL,NSHO
Salt Slough,12/1,33,58,0,58,1.8,0.0,1.8,MALL,NSHO
Sonny Bono,11/27,7,1,1,2,0.1,0.1,0.3,AGWT,AGWT
Sonny Bono,11/30,16,3,73,76,0.2,4.6,4.8,LSGO,ROGO
Sonny Bono,12/1,5,0,0,0,0,0,0,,
San Jacinto,11/27,194,342,0,342,1.8,0.0,1.8,AGWT,MALL
San Jacinto,11/30,191,247,1,248,1.3,0.0,1.3,NSHO,GADW
San Luis,11/27,71,110,0,110,1.5,0.0,1.5,AGWT,MALL
San Luis,11/30,94,114,2,116,1.2,0.0,1.2,MALL,NSHO
San Luis,12/1,42,54,0,54,1.3,0.0,1.3,NSHO,MALL
Shasta Valley,11/27,17,46,2,48,2.7,0.1,2.8,AGWT,MALL
Shasta Valley,11/30,34,138,0,138,4.1,0.0,4.1,AGWT,NSHO
Shasta Valley,12/1,7,32,0,32,4.6,0.0,4.6,AGWT,NSHO
Sutter,11/27,67,60,7,67,0.9,0.1,1.0,MALL,NOPI
Sutter,11/30,78,49,1,50,0.6,0.0,0.6,AGWT,NSHO
Sutter,12/1,51,141,0,141,2.8,0.0,2.8,AMWI,AGWT
Volta,11/27,39,25,0,25,0.6,0.0,0.6,NSHO,MALL
Volta,11/30,58,28,0,28,0.5,0.0,0.5,NSHO,AGWT
Volta,12/1,12,7,0,7,0.6,0.0,0.6,MALL,MALL
West Bear Creek,11/27,20,33,0,33,1.7,0.0,1.7,AGWT,MALL
West Bear Creek,11/30,22,17,0,17,0.8,0.0,0.8,AGWT,MALL
West Bear Creek,12/1,18,19,0,19,1.1,0.0,1.1,MALL,AGWT
West Family Jr,11/27,20,33,0,33,1.7,0.0,1.7,AGWT,MALL
West Family Jr,11/30,22,17,0,17,0.8,0.0,0.8,AGWT,MALL
West Family Jr,12/1,18,19,0,19,1.1,0.0,1.1,MALL,AGWT
Willow Creek,11/27,0,0,0,0,0,0,0,,
Willow Creek,11/30,2,0,0,0,0,0,0,,
Willow Creek,12/1,0,0,0,0,0,0,0,,
Wister,11/27,85,143,16,159,1.7,0.2,1.9,NOPI,GADW
Wister,11/30,71,128,18,146,1.8,0.3,2.1,NOPI,AMWI
Wister,12/1,24,37,2,39,1.5,0.1,1.6,AMWI,MALL
Yolo,11/27,205,200,7,207,1.0,0.0,1.0,NSHO,AGWT
Yolo,11/30,171,166,4,170,1.0,0.0,1.0,NSHO,AGWT
Yolo,12/1,143,100,11,111,0.7,0.1,0.8,AMWI,MALL
Ash Creek,12/4,5,15,0,15,3.0,0.0,3.0,MALL,AMWI
Ash Creek,12/7,6,5,1,6,0.8,0.2,1.0,MALL,NSHO
Ash Creek,12/8,1,0,0,0,0,0,0,,
Butte Valley,12/4,0,0,0,0,0,0,0,,
Butte Valley,12/7,3,4,0,4,1.3,0.0,1.3,AGWT,MALL
Butte Valley,12/8,1,3,2,5,3.0,2.0,5.0,CITE,CAGO
China Island,12/4,15,28,0,28,1.9,0.0,1.9,AGWT,NSHO
China Island,12/7,31,96,0,96,3.1,0.0,3.1,AGWT,MALL
China Island,12/8,21,55,0,55,2.6,0.0,2.6,AGWT,MALL
Colusa,12/4,87,199,0,199,2.3,0.0,2.3,AGWT,AMWI
Colusa,12/7,121,187,5,192,1.5,0.0,1.6,AGWT,AMWI
Colusa,12/8,63,45,0,45,0.7,0.0,0.7,AGWT,GADW
Delevan,12/4,130,766,23,789,5.89,0.18,6.07,NSHO,AGWT
Delevan,12/5,203,1024,13,1037,5.04,0.06,5.11,NSHO,AGWT
Delevan,12/6,176,388,8,396,2.20,0.05,2.25,NSHO,AGWT
Delta - Twitchell,12/4,12,15,1,16,1.3,0.1,1.3,AGWT,NSHO
Delta - Twitchell,12/7,11,23,5,28,2.1,0.5,2.5,MALL,ACGO
Freitas North,12/4,9,47,0,47,5.2,0.0,5.2,AGWT,MALL
Freitas North,12/7,35,147,0,147,4.2,0.0,4.2,AGWT,MALL
Freitas North,12/8,19,103,0,103,5.4,0.0,5.4,AGWT,MALL
Freitas South,12/4,10,19,1,20,1.9,0.1,2.0,AGWT,MALL
Freitas South,12/7,22,72,0,72,3.3,0.0,3.3,AGWT,MALL
Freitas South,12/8,11,6,0,6,0.5,0.0,0.5,MALL,AMWI
Gadwall,12/4,22,67,0,67,3.0,0.0,3.0,NSHO,RNDU
Gadwall,12/7,31,96,0,96,3.1,0.0,3.1,NSHO,AGWT
Gadwall,12/8,24,40,0,40,1.7,0.0,1.7,NSHO,AGWT
Gold Hills,12/4,2,0,0,0,0,0,0,,
