Area Name,Date,# of Hunters,# of Ducks,# of Geese,# of Waterfowl,Average Ducks,Average Geese,Average Waterfowl,#1 Species,#2 Species,Season_Week,#1 Duck Harvest,#2 Duck Harvest,#1 Duck Species,#2 Duck Species,Unnamed: 0,Unnamed: 13
SOUTH FRIETAS,2007-12-01,13.0,26,,26,2.0,,2.0,,,9.0,15.0,8.0,MALL,GWTL,,
SOUTH FRIETAS,2007-12-02,13.0,9,,9,0.69,,0.69,,,9.0,5.0,4.0,GWTL,CINT,,
SALT SLOUGH (NO.GL),2007-11-28,20.0,55,,55,2.75,,2.75,,,9.0,29.0,14.0,MALL,SHOV,,
SALT SLOUGH (NO.GL),2007-12-01,48.0,51,,51,1.06,,1.06,,,9.0,18.0,15.0,GWTL,MALL,,
SALT SLOUGH (NO.GL),2007-12-02,26.0,22,,22,0.85,,0.85,,,9.0,15.0,2.0,GWTL,MALL,,
SALTON SEA NWR,2007-11-28,7.0,8,,11,1.14,0.43,1.57,,,9.0,5.0,1.0,SHOV,GADW,,
SALTON SEA NWR,2007-12-01,15.0,47,,70,3.13,1.53,4.67,,,9.0,15.0,13.0,CINT,GWTL,,
SALTON SEA NWR,2007-12-02,15.0,5,,34,0.33,1.93,2.27,,,9.0,3.0,2.0,SHOV,PNTL,,
SAN JACINTO,2007-11-28,80.0,205,,208,2.56,0.04,2.6,,,9.0,55.0,55.0,SHOV,GWTL,,
SAN JACINTO,2007-12-01,90.0,350,,363,3.89,0.14,4.03,,,9.0,130.0,103.0,GWTL,SHOV,,
SAN LUIS,2007-11-28,44.0,67,,69,1.52,0.05,1.57,,,9.0,24.0,15.0,SHOV,MALL,,
SAN LUIS,2007-12-01,90.0,268,,270,2.98,0.02,3.0,,,9.0,177.0,31.0,GWTL,MALL,,
SAN LUIS,2007-12-02,54.0,96,,97,1.78,,1.79,,,9.0,73.0,8.0,GWTL,SHOV,,
SHASTA VALLEY,2007-11-28,23.0,24,,24,1.04,,1.04,,,9.0,10.0,5.0,GWTL,MALL,,
SHASTA VALLEY,2007-12-01,21.0,51,,51,2.43,,2.43,,,9.0,16.0,15.0,RNDU,MALL,,
SHASTA VALLEY,2007-12-02,32.0,16,,16,0.5,,0.5,,,9.0,9.0,3.0,MALL,RNDU,,
VOLTA,2007-11-28,10.0,11,,34,1.1,,3.4,,,9.0,9.0,2.0,MALL,SHOV,,
VOLTA,2007-12-01,42.0,70,,94,1.67,,2.24,,,9.0,23.0,23.0,MALL,GWTL,,
VOLTA,2007-12-02,18.0,14,,38,0.78,0.06,2.11,,,9.0,4.0,4.0,MALL,GWTL,,
WILLOW CREEK,2007-11-28,5.0,11,,13,2.2,0.4,2.6,,,9.0,5.0,5.0,MALL,AMWI,,
WILLOW CREEK,2007-12-01,4.0,6,,6,1.5,,1.5,,,9.0,3.0,2.0,AMWI,GWTL,,
WILLOW CREEK,2007-12-02,3.0,0,,1,,0.33,0.33,,,9.0,0.0,0.0,,,,
WISTER,2007-11-28,101.0,436,,475,4.32,0.39,4.7,,,9.0,160.0,76.0,AMWI,GADW,,
WISTER,2007-12-01,167.0,670,,816,4.01,0.87,4.88,,,9.0,204.0,165.0,GWTL,AMWI,,
WISTER,2007-12-02,95.0,169,,213,1.78,0.46,2.24,,,9.0,48.0,47.0,AMWI,SHOV,,
YOLO,2007-11-28,71.0,136,,156,1.92,0.28,2.2,,,9.0,36.0,30.0,SHOV,PNTL,,
YOLO,2007-12-01,93.0,157,,157,1.69,,1.69,,,9.0,37.0,26.0,SHOV,GWTL,,
YOLO,2007-12-02,82.0,123,,136,1.5,0.16,1.66,,,9.0,25.0,23.0,RUDD,SHOV,,
WEST BEAR CREEK,2007-11-28,17.0,45,,45,2.65,,2.65,,,9.0,26.0,7.0,MALL,WDDU,,
WEST BEAR CREEK,2007-12-01,35.0,96,,97,2.74,0.03,2.77,,,9.0,44.0,29.0,GWTL,MALL,,
WEST BEAR CREEK,2007-12-02,20.0,28,,28,1.4,,1.4,,,9.0,17.0,7.0,GWTL,MALL,,
CHINA ISLAND (NO.GL),2007-12-05,11.0,22,,22,2.0,,2.0,,,10.0,10.0,7.0,GWTL,MALL,,
CHINA ISLAND (NO.GL),2007-12-08,43.0,60,,62,1.4,0.05,1.44,,,10.0,26.0,13.0,GWTL,MALL,,
CHINA ISLAND (NO.GL),2007-12-09,25.0,14,,14,0.56,,0.56,,,10.0,5.0,4.0,GWTL,CINT,,
ASH CREEK,2007-12-05,8.0,11,,11,1.38,,1.38,,,10.0,4.0,2.0,GWTL,AMWI,,
ASH CREEK,2007-12-08,8.0,9,,9,1.13,,1.13,,,10.0,5.0,2.0,MALL,AMWI,,
ASH CREEK,2007-12-09,7.0,6,,6,0.86,,0.86,,,10.0,3.0,3.0,MALL,AMWI,,
BUTTE VALLEY,2007-12-05,3.0,0,,0,,,,,,10.0,0.0,0.0,,,,
BUTTE VALLEY,2007-12-08,12.0,9,,10,0.75,,0.83,,,10.0,5.0,4.0,GWTL,MALL,,
BUTTE VALLEY,2007-12-09,,16,,16,1.78,,1.78,,,10.0,5.0,4.0,GWTL,MALL,,
FINNEY-RAMER,2007-12-05,1.0,0,,0,,,,,,10.0,0.0,0.0,,,,
FINNEY-RAMER,2007-12-07,2.0,9,,9,4.5,,4.5,,,10.0,4.0,3.0,GWTL,CINT,,
FINNEY-RAMER,2007-12-08,3.0,10,,10,3.33,,3.33,,,10.0,5.0,4.0,GWTL,SHOV,,
FINNEY-RAMER,2007-12-09,1.0,0,,9,,,,,,10.0,0.0,0.0,,,,
COLUSA,2007-12-05,65.0,158,,159,2.43,0.02,2.45,,,10.0,45.0,40.0,MALL,GADW,,
COLUSA,2007-12-08,123.0,186,,189,1.51,0.02,1.54,,,10.0,51.0,50.0,MALL,GADW,,
COLUSA,2007-12-09,56.0,104,,107,1.86,0.05,1.91,,,10.0,31.0,17.0,MALL,SHOV,,
GADWALL (NO.GL),2007-12-05,15.0,32,,32,2.13,,2.13,,,10.0,20.0,7.0,GWTL,SHOV,,
GADWALL (NO.GL),2007-12-08,28.0,105,,108,3.75,0.11,3.86,,,10.0,47.0,30.0,GWTL,SHOV,,
GADWALL (NO.GL),2007-12-09,25.0,26,,26,1.04,,1.04,,,10.0,17.0,3.0,GWTL,SHOV,,
GRAY LODGE,2007-12-05,106.0,230,,239,2.17,0.08,2.25,,,10.0,57.0,41.0,MALL,SHOV,,
GRAY LODGE,2007-12-08,328.0,294,,303,0.9,0.03,0.92,,,10.0,107.0,55.0,MALL,SHOV,,
GRAY LODGE,2007-12-09,159.0,156,,174,0.98,0.11,1.09,,,10.0,48.0,31.0,SHOV,MALL,,
GRIZZLY ISLAND,2007-12-05,91.0,213,,217,2.34,0.04,2.38,,,10.0,94.0,37.0,GWTL,SHOV,,
GRIZZLY ISLAND,2007-12-08,179.0,1008,,1016,5.63,,5.68,,,10.0,797.0,79.0,SHOV,GWTL,,
GRIZZLY ISLAND,2007-12-09,102.0,61,,61,0.6,,0.6,,,10.0,20.0,15.0,SHOV,GWTL,,
JOICE ISLAND,2007-12-09,10.0,16,,16,1.6,,1.6,,,10.0,7.0,5.0,MALL,CINT,,
HONEY LAKE-DAKIN,2007-12-05,26.0,44,,47,1.69,0.12,1.81,,,10.0,24.0,10.0,MALL,GWTL,,
HONEY LAKE-DAKIN,2007-12-08,51.0,50,,66,0.98,0.31,1.29,,,10.0,27.0,7.0,MALL,GWTL,,
HONEY LAKE-DAKIN,2007-12-09,24.0,28,,32,1.17,0.17,1.33,,,10.0,14.0,5.0,MALL,PNTL,,
HONEY LAKE-FLEMING,2007-12-05,38.0,4,,5,0.11,0.03,0.13,,,10.0,2.0,1.0,MALL,AMWI,,
HONEY LAKE-FLEMING,2007-12-08,26.0,46,,48,1.77,0.08,1.85,,,10.0,33.0,7.0,MALL,GADW,,
HONEY LAKE-FLEMING,2007-12-09,22.0,23,,23,1.05,,1.05,,,10.0,15.0,4.0,MALL,PNTL,,
HOWARD SLOUGH (UBB),2007-12-05,33.0,73,,74,2.21,0.03,2.24,,,10.0,29.0,17.0,MALL,SHOV,,
HOWARD SLOUGH (UBB),2007-12-08,69.0,158,,160,2.29,0.03,2.32,,,10.0,65.0,32.0,GWTL,MALL,,
HOWARD SLOUGH (UBB),2007-12-09,51.0,89,,90,1.75,0.02,1.76,,,10.0,26.0,17.0,MALL,GWTL,,
KERN,2007-12-05,79.0,201,,202,2.54,,2.56,,,10.0,65.0,46.0,SHOV,GADW,,
KERN,2007-12-08,113.0,260,,260,2.3,,2.3,,,10.0,74.0,48.0,SHOV,GWTL,,
KERN,2007-12-09,0.0,0,,0,,,,,,10.0,0.0,0.0,,,,
KESTERSON,2007-12-05,41.0,77,,83,1.88,,2.02,,,10.0,49.0,9.0,GWTL,SHOV,,
KESTERSON,2007-12-08,57.0,116,,117,2.04,,2.05,,,10.0,64.0,23.0,GWTL,SHOV,,
KESTERSON,2007-12-09,52.0,49,,50,0.94,,0.96,,,10.0,17.0,8.0,GWTL,MALL,,
LITTLE DRY CR. (UBB),2007-12-05,74.0,226,,231,3.05,0.07,3.12,,,10.0,99.0,29.0,MALL,AMWI,,
LITTLE DRY CR. (UBB),2007-12-08,107.0,290,,295,2.71,0.05,2.76,,,10.0,104.0,58.0,MALL,GWTL,,
LITTLE DRY CR. (UBB),2007-12-09,71.0,180,,183,2.54,0.04,2.58,,,10.0,75.0,24.0,MALL,AMWI,,
LLANO SECO (UBB),2007-12-05,34.0,44,,44,1.29,,1.29,,,10.0,13.0,12.0,MALL,AMW,,
LLANO SECO (UBB),2007-12-08,77.0,161,,166,2.09,0.06,2.16,,,10.0,58.0,36.0,GWTL,MALL,,
LLANO SECO (UBB),2007-12-09,46.0,119,,121,2.59,,2.63,,,10.0,43.0,20.0,MALL,AMWI,,
LOS BANOS,2007-12-05,56.0,111,,117,1.98,0.11,2.09,,,10.0,42.0,34.0,MALL,GWTL,,
LOS BANOS,2007-12-08,139.0,204,,207,1.47,0.02,1.49,,,10.0,57.0,57.0,MALL,GWTL,,
LOS BANOS,2007-12-09,107.0,89,,95,0.83,0.06,0.89,,,10.0,34.0,21.0,GWTL,MALL,,
MENDOTA,2007-12-05,127.0,158,,161,1.24,0.02,1.27,,,10.0,34.0,31.0,GWTL,SHOV,,
MENDOTA,2007-12-08,296.0,414,,414,1.4,,1.4,,,10.0,137.0,85.0,GWTL,MALL,,
MENDOTA,2007-12-09,139.0,90,,93,0.65,,0.67,,,10.0,21.0,16.0,MALL,GWTL,,
MERCED,2007-12-05,25.0,59,,61,2.36,0.08,2.44,,,10.0,16.0,15.0,MALL,GWTL,,
MERCED,2007-12-08,32.0,76,,76,2.38,,2.38,,,10.0,29.0,11.0,MALL,SHOV,,
NORTH FRIETAS,2007-12-05,16.0,56,,56,3.5,,3.5,,,10.0,43.0,13.0,GWTL,MALL,,
NORTH FRIETAS,2007-12-08,29.0,79,,79,2.72,,2.72,,,10.0,53.0,21.0,GWTL,MALL,,
NORTH FRIETAS,2007-12-09,11.0,20,,20,1.82,,1.82,,,10.0,13.0,5.0,GWTL,MALL,,
SOUTH FRIETAS,2007-12-05,6.0,5,,5,0.83,,0.83,,,10.0,3.0,2.0,GWTL,MALL,,
SOUTH FRIETAS,2007-12-08,13.0,45,,45,3.46,,3.46,,,10.0,26.0,12.0,GWTL,MALL,,
SOUTH FRIETAS,2007-12-09,10.0,27,,27,2.7,,2.7,,,10.0,22.0,4.0,GWTL,MALL,,
SALT SLOUGH (NO.GL),2007-12-05,20.0,42,,42,2.1,,2.1,,,10.0,12.0,12.0,MALL,GWTL,,
SALT SLOUGH (NO.GL),2007-12-08,74.0,88,,88,1.19,,1.19,,,10.0,50.0,17.0,MALL,GWTL,,
SALT SLOUGH (NO.GL),2007-12-09,46.0,51,,51,1.11,,1.11,,,10.0,20.0,15.0,MALL,GWTL,,
SACRAMENTO,2007-12-05,98.0,166,,176,1.69,0.1,1.8,,,10.0,48.0,41.0,MALL,SHOV,,
SACRAMENTO,2007-12-08,155.0,142,,179,0.92,0.24,1.15,,,10.0,35.0,30.0,SHOV,MALL,,
SACRAMENTO,2007-12-09,190.0,254,,305,1.34,0.11,1.61,,,10.0,53.0,47.0,SHOV,MALL,,
SAN LUIS,2007-12-05,37.0,135,,135,3.65,,3.65,,,10.0,100.0,15.0,GWTL,MALL,,
SAN LUIS,2007-12-08,122.0,289,,291,2.37,,2.39,,,10.0,199.0,29.0,GWTL,MALL,,
SAN LUIS,2007-12-09,72.0,134,,135,1.86,,1.88,,,10.0,75.0,33.0,GWTL,MALL,,
SHASTA VALLEY,2007-12-05,13.0,38,,38,2.92,,2.92,,,10.0,25.0,4.0,MALL,GWTL,,
SHASTA VALLEY,2007-12-08,31.0,53,,58,1.71,0.16,1.87,,,10.0,33.0,5.0,MALL,AMWI,,
SHASTA VALLEY,2007-12-09,27.0,15,,34,0.56,0.11,1.26,,,10.0,4.0,2.0,MALL,AMWI,,
SUTTER,2007-12-05,54.0,91,,91,1.69,,1.69,,,10.0,35.0,15.0,MALL,AMWI,,
SUTTER,2007-12-08,97.0,75,,93,0.77,0.19,0.96,,,10.0,22.0,15.0,MALL,AMWI,,
SUTTER,2007-12-09,78.0,107,,108,1.37,0.01,1.38,,,10.0,31.0,23.0,MALL,SHOV,,
VOLTA,2007-12-05,31.0,36,,103,1.16,,3.32,,,10.0,11.0,8.0,GWTL,MALL,,
VOLTA,2007-12-08,50.0,112,,161,2.24,0.06,3.22,,,10.0,41.0,26.0,GWTL,MALL,,
VOLTA,2007-12-09,18.0,10,,55,0.56,,3.06,,,10.0,5.0,2.0,CINT,GWTL,,
WILLOW CREEK,2007-12-05,5.0,8,,8,1.6,,1.6,,,10.0,3.0,3.0,MALL,AMWI,,
WILLOW CREEK,2007-12-08,4.0,10,,10,2.5,,2.5,,,10.0,6.0,2.0,MALL,AMWI,,
WILLOW CREEK,2007-12-09,4.0,12,,12,3.0,,3.0,,,10.0,5.0,5.0,MALL,GADW,,
WISTER,2007-12-05,79.0,375,,401,4.75,0.33,5.08,,,10.0,91.0,89.0,GWTL,AMWI,,
WISTER,2007-12-08,230.0,747,,783,3.25,0.16,3.4,,,10.0,261.0,150.0,GWTL,AMWI,,
WISTER,2007-12-09,134.0,178,,206,1.33,0.21,1.54,,,10.0,46.0,43.0,GWTL,SHOV,,
YOLO,2007-12-05,97.0,121,,125,1.25,0.04,1.29,,,10.0,34.0,21.0,RUDD,SHOV,,
YOLO,2007-12-08,125.0,205,,213,1.64,0.03,1.7,,,10.0,47.0,42.0,GWTL,RUDD,,
YOLO,2007-12-09,101.0,62,,65,0.61,0.03,0.64,,,10.0,12.0,9.0,GWTL,BUFH,,
WEST BEAR CREEK,2007-12-05,15.0,68,,69,4.53,0.07,4.6,,,10.0,53.0,6.0,GWTL,MALL,,
WEST BEAR CREEK,2007-12-08,36.0,63,,66,1.75,,1.83,,,10.0,25.0,17.0,GWTL,MALL,,
WEST BEAR CREEK,2007-12-09,25.0,61,,62,2.44,0.04,2.48,,,10.0,26.0,19.0,MALL,GWTL,,
CHINA ISLAND (NO.GL),2007-12-12,19.0,41,,41,2.16,,2.16,,,11.0,11.0,10.0,GWTL,MALL,,
CHINA ISLAND (NO.GL),2007-12-15,45.0,32,,35,0.71,,0.78,,,11.0,11.0,6.0,MALL,GWTL,,
CHINA ISLAND (NO.GL),2007-12-16,15.0,11,,11,0.73,,0.73,,,11.0,5.0,5.0,MALL,GWTL,,
ASH CREEK,2007-12-12,7.0,9,,12,1.29,0.43,1.71,,,11.0,4.0,3.0,AMWI,MALL,,
ASH CREEK,2007-12-15,15.0,10,,14,0.67,0.27,0.93,,,11.0,6.0,2.0,MALL,GWTL,,
ASH CREEK,2007-12-16,7.0,3,,5,0.43,0.29,0.71,,,11.0,2.0,1.0,PNTL,AMWI,,
DELEVAN,2007-12-12,154.0,392,,404,2.55,0.08,2.62,,,11.0,111.0,95.0,GADW,SHOV,,
DELEVAN,2007-12-15,120.0,406,,416,3.38,0.08,3.47,,,11.0,119.0,103.0,GADW,SHOV,,
DELEVAN,2007-12-16,148.0,265,,276,1.79,0.04,1.86,,,11.0,74.0,51.0,SHOV,GADW,,
BUTTE VALLEY,2007-12-12,22.0,19,,32,0.86,0.59,1.45,,,11.0,11.0,4.0,MALL,PNTL,,
BUTTE VALLEY,2007-12-15,26.0,36,,58,1.38,0.85,2.23,,,11.0,13.0,12.0,MALL,PNTL,,
BUTTE VALLEY,2007-12-16,3.0,2,,2,0.67,,0.67,,,11.0,1.0,1.0,MALL,PNTL,,
FINNEY-RAMER,2007-12-12,1.0,3,,3,3.0,,3.0,,,11.0,3.0,0.0,GWTL,,,
FINNEY-RAMER,2007-12-14,5.0,7,,7,1.4,,1.4,,,11.0,3.0,2.0,GWTL,CINT,,
FINNEY-RAMER,2007-12-15,5.0,9,,9,1.8,,1.8,,,11.0,5.0,4.0,GWTL,SHOV,,
FINNEY-RAMER,2007-12-16,2.0,4,,4,2.0,,2.0,,,11.0,3.0,1.0,GWTL,SHOV,,
COLUSA,2007-12-12,63.0,124,,125,1.97,0.03,1.98,,,11.0,52.0,21.0,GADW,SHOV,,
COLUSA,2007-12-15,92.0,263,,265,2.86,0.02,2.88,,,11.0,83.0,50.0,GADW,GWTL,,
COLUSA,2007-12-16,70.0,92,,95,1.31,0.04,1.36,,,11.0,33.0,18.0,GADW,GWTL,,
GADWALL (NO.GL),2007-12-12,32.0,92,,92,2.88,,2.88,,,11.0,42.0,14.0,GWTL,SHOV,,
GADWALL (NO.GL),2007-12-15,27.0,118,,118,4.37,,4.37,,,11.0,80.0,13.0,GWTL,SHOV,,
GADWALL (NO.GL),2007-12-16,31.0,46,,46,1.48,,1.48,,,11.0,35.0,4.0,GWTL,SHOV,,
GOLD HILLS,2007-12-12,4.0,0,,0,,,,,,11.0,0.0,0.0,,,,
GOLD HILLS,2007-12-15,0.0,0,,0,,,,,,11.0,0.0,0.0,,,,
GOLD HILLS,2007-12-16,0.0,0,,0,,,,,,11.0,0.0,0.0,,,,
GOODYEAR SLOUGH,2007-12-12,3.0,0,,0,,,,,,11.0,0.0,0.0,,,,
GOODYEAR SLOUGH,2007-12-15,3.0,6,,6,2.0,,2.0,,,11.0,3.0,2.0,GWTL,AMWI,,
GOODYEAR SLOUGH,2007-12-16,3.0,0,,0,,,,,,11.0,0.0,0.0,,,,
GRAY LODGE,2007-12-12,141.0,195,,211,1.38,0.04,1.5,,,11.0,47.0,40.0,MALL,SHOV,,
GRAY LODGE,2007-12-15,243.0,327,,367,1.35,0.02,1.51,,,11.0,98.0,69.0,MALL,AMWI,,
GRAY LODGE,2007-12-16,137.0,188,,219,1.37,0.15,1.6,,,11.0,35.0,32.0,SHOV,AMWI,,
GRIZZLY ISLAND,2007-12-12,101.0,174,,175,1.72,0.02,1.73,,,11.0,38.0,37.0,SHOV,GWTL,,
GRIZZLY ISLAND,2007-12-15,181.0,232,,232,1.28,,1.28,,,11.0,69.0,56.0,GWTL,AMWI,,
GRIZZLY ISLAND,2007-12-16,66.0,50,,50,0.76,,0.76,,,11.0,16.0,12.0,AMWI,PNTL,,
JOICE ISLAND,2007-12-16,5.0,4,,5,0.8,0.2,1.0,,,11.0,3.0,1.0,MALL,CINT,,
HONEY LAKE-DAKIN,2007-12-12,30.0,35,,58,1.17,0.77,1.93,,,11.0,26.0,4.0,MALL,AMWI,,
HONEY LAKE-DAKIN,2007-12-15,42.0,96,,121,2.29,0.6,2.88,,,11.0,30.0,22.0,AMWI,MALL,,
HONEY LAKE-DAKIN,2007-12-16,16.0,16,,22,1.0,0.38,1.38,,,11.0,8.0,5.0,MALL,PNTL,,
HONEY LAKE-FLEMING,2007-12-12,35.0,52,,57,1.49,0.14,1.63,,,11.0,31.0,9.0,MALL,PNTL,,
HONEY LAKE-FLEMING,2007-12-15,33.0,56,,66,1.7,0.3,2.0,,,11.0,33.0,15.0,MALL,PNTL,,
HONEY LAKE-FLEMING,2007-12-16,15.0,8,,15,0.53,0.47,1.0,,,11.0,5.0,2.0,MALL,PNTL,,
HOWARD SLOUGH (UBB),2007-12-12,50.0,113,,113,2.26,,2.26,,,11.0,38.0,26.0,MALL,AMWI,,
HOWARD SLOUGH (UBB),2007-12-15,70.0,115,,125,1.64,0.14,1.79,,,11.0,44.0,30.0,MALL,AMWI,,
HOWARD SLOUGH (UBB),2007-12-16,34.0,34,,35,1.0,,1.03,,,11.0,8.0,7.0,SHOV,AMWI,,
KERN,2007-12-12,95.0,243,,267,2.56,,2.81,,,11.0,51.0,46.0,SHOV,GADW,,
KERN,2007-12-15,148.0,398,,398,2.69,,2.69,,,11.0,111.0,86.0,SHOV,GADW,,
ISLAND SLOUGH,2007-12-12,10.0,10,,10,1.0,,1.0,,,11.0,2.0,2.0,GWTL,CANV,,
ISLAND SLOUGH,2007-12-15,15.0,8,,10,0.53,0.07,0.67,,,11.0,3.0,2.0,SHOV,MALL,,
ISLAND SLOUGH,2007-12-16,10.0,12,,13,1.2,,1.3,,,11.0,5.0,2.0,RUDD,MALL,,
KESTERSON,2007-12-12,55.0,135,,135,2.45,,2.45,,,11.0,75.0,17.0,GWTL,SHOV,,
KESTERSON,2007-12-15,72.0,92,,92,1.28,,1.28,,,11.0,27.0,15.0,GWTL,MALL,,
KESTERSON,2007-12-16,47.0,15,,18,0.32,,0.38,,,11.0,7.0,3.0,GWTL,MALL,,
LITTLE DRY CR. (UBB),2007-12-12,78.0,226,,229,2.9,0.04,2.94,,,11.0,95.0,30.0,MALL,GWTL,,
LITTLE DRY CR. (UBB),2007-12-15,86.0,214,,215,2.49,0.01,2.5,,,11.0,75.0,50.0,MALL,AMWI,,
LITTLE DRY CR. (UBB),2007-12-16,78.0,208,,209,2.67,0.01,2.68,,,11.0,58.0,54.0,MALL,AMWI,,
LLANO SECO (UBB),2007-12-12,55.0,94,,95,1.71,0.02,1.73,,,11.0,45.0,13.0,GWTL,AMWI,,
LLANO SECO (UBB),2007-12-15,65.0,148,,148,2.28,,2.28,,,11.0,48.0,46.0,MALL,AMWI,,
LLANO SECO (UBB),2007-12-16,23.0,53,,54,2.3,,2.35,,,11.0,15.0,13.0,MALL,AMWI,,
LOS BANOS,2007-12-12,68.0,148,,148,2.18,,2.18,,,11.0,68.0,23.0,GWTL,MALL,,
LOS BANOS,2007-12-15,149.0,339,,345,2.28,0.04,2.32,,,11.0,126.0,65.0,GWTL,MALL,,
LOS BANOS,2007-12-16,84.0,52,,54,0.62,0.02,0.64,,,11.0,17.0,15.0,GWTL,MALL,,
MENDOTA,2007-12-12,157.0,263,,267,1.68,,1.7,,,11.0,121.0,41.0,GWTL,MALL,,
MENDOTA,2007-12-15,317.0,387,,391,1.22,0.01,1.23,,,11.0,149.0,57.0,GWTL,SHOV,,
MENDOTA,2007-12-16,135.0,94,,95,0.7,0.01,0.7,,,11.0,26.0,25.0,GWTL,MALL,,
MERCED,2007-12-12,25.0,49,,51,1.96,0.08,2.04,,,11.0,13.0,12.0,GWTL,SHOV,,
MERCED,2007-12-15,32.0,56,,69,1.75,0.41,2.16,,,11.0,19.0,15.0,MALL,GWTL,,
NORTH FRIETAS,2007-12-12,15.0,46,,46,3.07,,3.07,,,11.0,22.0,17.0,MALL,GWTL,,
NORTH FRIETAS,2007-12-15,20.0,19,,19,0.95,,0.95,,,11.0,15.0,2.0,MALL,WDDU,,
NORTH FRIETAS,2007-12-16,11.0,15,,15,1.36,,1.36,,,11.0,7.0,7.0,MALL,GWTL,,
SOUTH FRIETAS,2007-12-12,13.0,39,,39,3.0,,3.0,,,11.0,20.0,18.0,MALL,GWTL,,
SOUTH FRIETAS,2007-12-15,26.0,29,,29,1.12,,1.12,,,11.0,17.0,7.0,GWTL,MALL,,
SOUTH FRIETAS,2007-12-16,13.0,25,,25,1.92,,1.92,,,11.0,11.0,6.0,MALL,GWTL,,
SALT SLOUGH (NO.GL),2007-12-12,38.0,82,,82,2.16,,2.16,,,11.0,45.0,24.0,GWTL,MALL,,
SALT SLOUGH (NO.GL),2007-12-15,65.0,108,,109,1.66,0.02,1.68,,,11.0,42.0,36.0,GWTL,MALL,,
SALT SLOUGH (NO.GL),2007-12-16,34.0,37,,37,1.09,,1.09,,,11.0,13.0,12.0,MALL,GWTL,,
SALTON SEA NWR,2007-12-12,2.0,5,,5,2.5,,2.5,,,11.0,2.0,2.0,GWTL,SHOV,,
SALTON SEA NWR,2007-12-15,20.0,35,,37,1.75,0.1,1.85,,,11.0,20.0,6.0,SHOV,GADW,,
SALTON SEA NWR,2007-12-16,5.0,2,,5,0.4,0.6,1.0,,,11.0,2.0,0.0,MALL,,,
SACRAMENTO,2007-12-12,125.0,385,,393,3.08,0.06,3.14,,,11.0,113.0,65.0,GADW,SHOV,,
SACRAMENTO,2007-12-15,186.0,455,,1384,2.45,0.11,2.55,,,11.0,181.0,88.0,GADW,MALL,,
SACRAMENTO,2007-12-16,148.0,172,,179,1.16,0.05,1.21,,,11.0,34.0,34.0,GADW,SHOV,,
SAN JACINTO,2007-12-12,85.0,150,,151,1.76,,1.78,,,11.0,78.0,23.0,SHOV,GWTL,,
SAN JACINTO,2007-12-15,111.0,185,,188,1.67,,1.69,,,11.0,79.0,38.0,SHOV,GWTL,,
SAN LUIS,2007-12-12,74.0,220,,220,2.97,,2.97,,,11.0,144.0,30.0,GWTL,MALL,,
SAN LUIS,2007-12-15,105.0,216,,219,2.06,,2.09,,,11.0,109.0,50.0,GWTL,MALL,,
SAN LUIS,2007-12-16,68.0,104,,105,1.53,,1.54,,,11.0,79.0,9.0,GWTL,AMWI,,
SHASTA VALLEY,2007-12-12,25.0,65,,65,2.6,0.04,2.64,,,11.0,32.0,8.0,MALL,GWTL,,
SHASTA VALLEY,2007-12-15,24.0,85,,90,3.54,0.21,3.75,,,11.0,27.0,17.0,MALL,RNDU,,
SHASTA VALLEY,2007-12-16,29.0,14,,15,0.48,0.03,0.52,,,11.0,6.0,3.0,RNDU,MALL,,
SUTTER,2007-12-12,81.0,87,,88,1.07,0.01,1.09,,,11.0,22.0,15.0,GWTL,MALL,,
SUTTER,2007-12-15,79.0,185,,185,2.34,,2.34,,,11.0,57.0,43.0,GWTL,AMWI,,
SUTTER,2007-12-16,66.0,71,,73,1.08,0.03,1.11,,,11.0,23.0,15.0,GWTL,AMWI,,
VOLTA,2007-12-12,24.0,53,,98,2.21,,4.08,,,11.0,16.0,16.0,GWTL,SHOV,,
VOLTA,2007-12-15,55.0,74,,125,1.35,,2.27,,,11.0,21.0,19.0,SHOV,MALL,,
VOLTA,2007-12-16,11.0,7,,7,0.64,,0.64,,,11.0,4.0,2.0,GWTL,AMWI,,
WILLOW CREEK,2007-12-12,1.0,5,,5,5.0,,5.0,,,11.0,2.0,2.0,MALL,SHOV,,
WILLOW CREEK,2007-12-15,5.0,24,,25,4.8,0.2,5.0,,,11.0,8.0,5.0,SHOV,AMWI,,
WILLOW CREEK,2007-12-16,5.0,14,,15,2.8,0.2,3.0,,,11.0,6.0,3.0,MALL,AMWI,,
WISTER,2007-12-12,108.0,361,,398,3.34,0.34,3.69,,,11.0,89.0,79.0,GWTL,SHOV,,
WISTER,2007-12-15,245.0,622,,659,2.54,0.15,2.69,,,11.0,228.0,141.0,GWTL,SHOV,,
WISTER,2007-12-16,114.0,131,,151,1.15,0.18,1.32,,,11.0,45.0,23.0,GWTL,SHOV,,
YOLO,2007-12-12,101.0,112,,121,1.11,,1.2,,,11.0,36.0,24.0,BUFH,GWTL,,
YOLO,2007-12-15,112.0,147,,155,1.31,0.04,1.38,,,11.0,55.0,21.0,GWTL,SHOV,,
YOLO,2007-12-16,75.0,69,,72,0.92,,0.96,,,11.0,23.0,13.0,GWTL,PNTL,,
