Area Name,Date,# of Hunters,# of Ducks,# of Geese,# of Waterfowl,Average Ducks,Average Geese,Average Waterfowl,#1 Species,#2 Species
Los Banos,12/20,92,90,3,93,0.98,0.03,1.01,AGWT,NSHO
Mendota,12/16,190,507,3,510,2.67,0.02,2.68,NSHO,AGWT
Mendota,12/19,348,724,1,725,2.08,0.00,2.08,AGWT,NSHO
Mendota,12/20,151,155,3,158,1.03,0.02,1.05,AGWT,NSHO
Merced,12/16,12,50,0,50,4.17,0.00,4.17,AGWT,NSHO
Merced,12/19,16,50,1,51,3.13,0.06,3.19,AGWT,NSHO
Sacramento,12/16,181,801,84,885,4.43,0.46,4.89,GADW,AGWT
Sacramento,12/19,248,938,103,1041,3.78,0.42,4.20,GADW,GADW
Sacramento,12/20,198,471,39,510,2.38,0.20,2.58,NSHO,AGWT
Salt Slough,12/16,30,55,0,55,1.83,0.00,1.83,NSHO,AGWT
Salt Slough,12/19,55,117,1,118,2.13,0.02,2.15,AGWT,NSHO
Salt Slough,12/20,20,34,0,34,1.70,0.00,1.70,AGWT,NSHO
Sonny Bono Salton Sea,12/16,13,4,7,11,0.31,0.54,0.85,LSGO,NSHO
Sonny Bono Salton Sea,12/19,19,46,1,47,2.42,0.05,2.47,AGWT,NSHO
Sonny Bono Salton Sea,12/20,3,2,0,2,0.67,0.00,0.67,GADW,
San Jacinto,12/16,133,414,0,414,3.11,0.00,3.11,NSHO,AGWT
San Jacinto,12/19,157,483,0,483,3.08,0.00,3.08,AGWT,NSHO
San Luis,12/16,73,158,0,158,2.16,0.00,2.16,AGWT,NSHO
San Luis,12/19,99,268,7,275,2.71,0.07,2.78,AGWT,NSHO
San Luis,12/20,57,117,0,117,2.05,0.00,2.05,AGWT,NSHO
Shasta Valley,12/16,17,3,0,3,0.18,0.00,0.18,GADW,AGWT
Shasta Valley,12/19,10,8,0,8,0.80,0.00,0.80,CANV,MALL
Shasta Valley,12/20,8,1,0,1,0.13,0.00,0.13,AGWT,
Sutter,12/19,61,257,4,261,4.21,0.07,4.28,AMWI,NSHO
Sutter,12/20,43,127,0,127,2.95,0.00,2.95,AMWI,AGWT
Volta,12/16,63,113,0,113,1.79,0.00,1.79,NSHO,AGWT
Volta,12/19,86,239,0,239,2.78,0.00,2.78,AGWT,NSHO
Volta,12/20,29,32,0,32,1.10,0.00,1.10,AGWT,NSHO
Willow Creek,12/19,5,9,0,9,1.80,0.00,1.80,MALL,AMWI
Wister,12/16,123,471,6,477,3.83,0.05,3.88,AGWT,NSHO
Wister,12/19,209,432,24,456,2.07,0.11,2.18,AGWT,NSHO
Wister,12/20,82,70,8,78,0.85,0.10,0.95,NSHO,NOPI
Yolo,12/16,212,922,4,926,4.35,0.02,4.37,NSHO,AMWI
Yolo,12/19,261,1072,4,1076,4.11,0.02,4.12,NSHO,AMWI
Yolo,12/20,216,439,5,444,2.03,0.02,2.06,NSHO,AMWI
Ash Creek,12/23,5,2,0,2,0.40,0.00,0.40,MALL,AMWI
Ash Creek,12/26,3,0,0,0,0.00,0.00,0.00,,
Ash Creek,12/27,1,0,0,0,0.00,0.00,0.00,,
Butte Valley,12/23,8,19,2,21,2.38,0.25,2.63,AGWT,AMWI
Butte Valley,12/26,3,0,0,0,0.00,0.00,0.00,,
Colusa,12/23,116,316,5,321,2.72,0.04,2.77,GADW,AMWI
Colusa,12/26,146,675,26,701,4.62,0.18,4.80,GADW,AMWI
Colusa,12/27,97,255,11,266,2.63,0.11,2.74,NSHO,GADW
Delevan,12/23,181,313,17,330,1.73,0.09,1.82,NSHO,GADW
Delevan,12/26,157,704,142,846,4.48,0.90,5.39,GADW,NSHO
Delevan,12/27,132,185,43,228,1.40,0.33,1.73,NSHO,GADW
Freitas North,12/23,25,36,0,36,1.44,0.00,1.44,AGWT,WODU
Freitas North,12/26,32,49,0,49,1.53,0.00,1.53,AGWT,MALL
Freitas North,12/27,7,22,0,22,3.14,0.00,3.14,AGWT,MALL
Freitas South,12/23,18,14,0,14,0.78,0.00,0.78,AGWT,MALL
Freitas South,12/26,19,19,0,19,1.00,0.00,1.00,MALL,AGWT
Freitas South,12/27,8,8,0,8,1.00,0.00,1.00,AGWT,
Gray Lodge,12/23,330,739,2,741,2.24,0.01,2.25,NSHO,AMWI
Gray Lodge,12/26,288,1265,21,1286,4.39,0.07,4.47,GADW,AMWI
Gray Lodge,12/27,260,475,5,480,1.83,0.02,1.85,NSHO,AMWI
Grizzly Island,12/23,175,300,0,300,1.71,0.00,1.71,AMWI,NSHO
Grizzly Island,12/26,156,458,9,467,2.94,0.06,2.99,AMWI,NSHO
Grizzly Island,12/27,115,168,1,169,1.46,0.01,1.47,NSHO,AMWI
Honey Lake - Dakin,12/23,9,7,1,8,0.78,0.11,0.89,CITE,MALL
Honey Lake - Dakin,12/26,5,3,0,3,0.60,0.00,0.60,AGWT,NOPI
Honey Lake - Dakin,12/27,2,2,0,2,1.00,0.00,1.00,AMWI,AMWI
Honey Lake - Fleming,12/23,10,1,5,6,0.10,0.50,0.60,LSGO,MALL
Honey Lake - Fleming,12/26,7,4,0,4,0.57,0.00,0.57,MALL,AGWT
Honey Lake - Fleming,12/27,2,0,0,0,0.00,0.00,0.00,,
Howard Slough,12/23,85,124,4,128,1.46,0.05,1.51,BWTE,AMWI
Howard Slough,12/26,71,313,26,339,4.41,0.37,4.77,AMWI,BWTE
Howard Slough,12/27,83,178,4,182,2.14,0.05,2.19,AMWI,NSHO
Joice Island,12/27,23,16,0,16,0.70,0.00,0.70,MALL,AGWT
Kern,12/23,69,328,0,328,4.80,0.00,4.80,NSHO,AGWT
Kern,12/26,64,304,2,306,4.80,0.00,4.80,AMWI,NSHO
Kesterson,12/23,57,98,0,98,1.72,0.00,1.72,AGWT,NSHO
Kesterson,12/26,59,174,0,174,2.95,0.00,2.95,NSHO,AGWT
Kesterson,12/27,47,74,7,81,1.57,0.15,1.72,AGWT,NSHO
Little Dry Creek,12/23,70,214,11,225,3.06,0.16,3.21,AMWI,NSHO
Little Dry Creek,12/26,78,343,32,375,4.40,0.41,4.81,NSHO,GADW
Little Dry Creek,12/27,80,237,13,250,2.96,0.16,3.13,BWTE,AMWI
Llano Seco,12/23,56,120,1,121,2.14,0.02,2.16,AMWI,NSHO
Llano Seco,12/26,54,208,5,213,3.85,0.09,3.94,AMWI,GADW
Llano Seco,12/27,52,110,2,112,2.12,0.04,2.15,AMWI,NSHO
Los Banos,12/23,146,319,2,321,2.18,0.01,2.20,AGWT,NSHO
Los Banos,12/26,131,393,4,397,3.00,0.03,3.03,AGWT,NSHO
Los Banos,12/27,104,125,1,126,1.20,0.01,1.21,NSHO,AGWT
Mendota,12/23,320,1000,3,1003,3.13,0.01,3.13,AGWT,NSHO
Mendota,12/26,324,1318,5,1323,4.07,0.02,4.08,AGWT,AMWI
Mendota,12/27,177,309,0,309,1.75,0.00,1.75,AGWT,NSHO
Merced,12/23,16,57,3,60,3.56,0.19,3.75,AGWT,NSHO
Merced,12/26,15,59,0,59,3.93,0.00,3.93,AGWT,NSHO
Sacramento,12/23,240,429,55,484,1.79,0.23,2.02,NSHO,GADW
Sacramento,12/26,216,813,194,1007,3.76,0.90,4.66,GADW,NSHO
Sacramento,12/27,197,244,56,300,1.24,0.28,1.52,NSHO,MALL
Salt Slough,12/23,52,102,0,102,1.96,0.00,1.96,AGWT,NSHO
Salt Slough,12/26,41,104,0,104,2.54,0.00,2.54,NSHO,AGWT
Salt Slough,12/27,33,59,0,59,1.79,0.00,1.79,AGWT,NSHO
Sonny Bono Salton Sea,12/23,2,15,0,15,7.50,0.00,7.50,NSHO,AGWT
Sonny Bono Salton Sea,12/26,10,41,7,48,4.10,0.70,4.80,MALL,NOPI
Sonny Bono Salton Sea,12/27,6,9,2,11,1.50,0.33,1.83,NSHO,GADW
San Jacinto,12/23,150,219,0,219,1.46,0.00,1.46,AGWT,NSHO
San Jacinto,12/26,161,358,0,358,2.22,0.00,2.22,AGWT,NSHO
San Luis,12/23,110,158,1,159,1.44,0.01,1.45,AGWT,NSHO
San Luis,12/26,72,181,1,182,2.51,0.01,2.53,AGWT,NSHO
San Luis,12/27,50,151,1,152,3.02,0.02,3.04,AGWT,NSHO
Sutter,12/23,55,136,2,138,2.47,0.04,2.51,AMWI,AGWT
Sutter,12/26,61,208,15,223,3.41,0.25,3.66,AMWI,NSHO
Sutter,12/27,42,124,2,126,2.95,0.05,3.00,AMWI,AGWT
Volta,12/23,89,182,0,182,2.04,0.00,2.04,NSHO,AGWT
Volta,12/26,74,179,0,179,2.42,0.00,2.42,NSHO,AGWT
Volta,12/27,46,86,0,86,1.87,0.00,1.87,AGWT,AGWT
Willow Creek,12/23,2,1,0,1,0.50,0.00,0.50,AMWI,
Willow Creek,12/26,2,2,1,3,1.00,0.50,1.50,MALL,RNDU
Wister,12/23,175,289,12,301,1.65,0.07,1.72,AGWT,NSHO
Wister,12/26,188,563,91,654,2.99,0.48,3.48,NSHO,AGWT
Wister,12/27,59,64,4,68,1.08,0.07,1.15,NSHO,AGWT
Yolo,12/23,276,808,3,811,2.93,0.01,2.94,NSHO,AMWI
Yolo,12/26,225,975,14,989,4.33,0.06,4.40,NSHO,AMWI
Yolo,12/27,233,484,2,486,2.08,0.01,2.09,NSHO,AMWI
Ash Creek,12/30,4,14,1,15,3.50,0.25,3.75,AMWI,NSHO
Ash Creek,1/2,2,0,2,2,0.00,1.00,1.00,ACGO,
Ash Creek,1/3,1,0,1,1,0.00,1.00,1.00,CAGO,
Colusa,12/30,131,639,33,672,4.88,0.25,5.13,AMWI,GADW
Colusa,1/2,150,700,49,749,4.67,0.33,4.99,AMWI,NOPI
Colusa,1/3,130,284,33,317,2.18,0.25,2.44,NSHO,GADW
Delevan,12/30,177,595,115,710,3.36,0.65,4.01,NSHO,AGWT
Delevan,1/2,204,916,216,1132,4.49,1.06,5.55,AGWT,NOPI
Delevan,1/3,129,448,120,568,3.47,0.93,4.40,AGWT,NOPI
Delta - Twitchell,1/2,8,12,6,18,1.50,0.75,2.25,AMWI,NSHO
Freitas North,12/30,19,67,0,67,0.28,0.00,0.28,AGWT,NSHO
Freitas North,1/2,29,56,0,56,1.93,0.00,1.93,AGWT,MALL
Freitas North,1/3,10,3,0,3,0.30,0.00,0.30,AGWT,AMWI
Freitas South,12/30,6,4,0,4,0.67,0.00,0.67,AGWT,
Freitas South,1/2,16,24,1,25,1.50,0.06,1.56,AGWT,MALL
Freitas South,1/3,2,0,2,2,0.00,1.00,1.00,GWFG,
Gray Lodge,12/30,382,1505,27,1532,3.94,0.07,4.01,AMWI,GADW
Gray Lodge,1/2,446,1861,62,1923,4.17,0.14,4.31,AMWI,NOPI
Gray Lodge,1/3,344,694,43,737,2.02,0.13,2.14,NOPI,AMWI
Grizzly Island,12/30,177,446,4,450,2.52,0.02,2.54,AMWI,NSHO
Grizzly Island,1/2,219,654,7,661,2.99,0.03,3.02,AMWI,NSHO
Grizzly Island,1/3,99,163,1,164,1.65,0.01,1.66,AMWI,NSHO
Honey Lake - Dakin,12/30,9,5,0,5,0.56,0.00,0.56,MALL,AGWT
Honey Lake - Dakin,1/2,4,4,2,6,1.00,0.50,1.50,CAGO,MALL
Honey Lake - Fleming,12/30,0,3,0,3,0.00,0.00,0.00,AMWI,MALL
Howard Slough,12/30,96,402,15,417,4.19,0.16,4.34,AMWI,NOPI
Howard Slough,1/2,110,456,11,467,4.15,0.10,4.25,AMWI,MALL
Howard Slough,1/3,86,129,6,135,1.50,0.07,1.57,NOPI,AMWI
Joice Island,1/3,26,53,0,53,2.04,0.00,2.04,MALL,AGWT
Kesterson,12/30,66,172,0,172,2.61,0.00,2.61,AGWT,NSHO
Kesterson,1/2,74,198,0,198,2.68,0.00,2.68,NSHO,AGWT
Kesterson,1/3,58,54,7,61,0.93,0.12,1.05,AGWT,NSHO
Little Dry Creek,12/30,81,291,30,321,3.59,0.37,3.96,NSHO,NOPI
Little Dry Creek,1/2,85,394,22,416,4.64,0.26,4.89,NOPI,GADW
Little Dry Creek,1/3,82,215,23,238,2.62,0.28,2.90,AMWI,NOPI
Llano Seco,12/30,55,218,2,220,3.96,0.04,4.00,AMWI,MALL
Llano Seco,1/2,78,290,4,294,3.72,0.05,3.77,AMWI,AGWT
Llano Seco,1/3,64,102,8,110,1.59,0.13,1.72,AMWI,MALL
Los Banos,12/30,165,581,3,584,3.52,0.02,3.54,AGWT,NSHO
Los Banos,1/2,200,788,6,794,3.94,0.03,3.97,AGWT,NSHO
Los Banos,1/3,112,239,0,239,2.13,0.00,2.13,AGWT,NSHO
Mendota,12/30,361,1138,0,1138,3.15,0.00,3.15,AGWT,NSHO
Mendota,1/2,393,1368,1,1369,3.48,0.00,3.48,AGWT,NSHO
Mendota,1/3,149,265,6,271,1.78,0.04,1.82,NSHO,AGWT
Merced,12/30,16,43,2,45,2.69,0.13,2.81,NSHO,AGWT
Merced,1/2,18,54,1,55,3.00,0.06,3.06,NSHO,GADW
Sacramento,12/30,230,774,73,847,3.37,0.32,3.68,NSHO,GADW
Sacramento,1/2,262,1053,95,1148,4.02,0.36,4.38,AGWT,NSHO
Sacramento,1/3,213,234,128,362,1.10,0.60,1.70,LSGO,NOPI
Salt Slough,12/30,49,146,0,146,2.98,0.00,2.98,AGWT,NSHO
Salt Slough,1/2,41,218,0,218,5.32,0.00,5.32,NSHO,AGWT
Salt Slough,1/3,29,63,0,63,2.17,0.00,2.17,AGWT,NSHO
Sonny Bono Salton Sea,12/30,21,38,0,38,1.81,0.00,1.81,NSHO,GADW
Sonny Bono Salton Sea,1/2,39,66,22,88,1.69,0.56,2.26,NSHO,LSGO
Sonny Bono Salton Sea,1/3,4,2,6,8,0.50,1.50,2.00,LSGO,
San Jacinto,12/30,150,289,0,289,1.93,0.00,1.93,NSHO,AGWT
San Jacinto,1/2,161,255,1,256,1.58,0.01,1.59,NSHO,RUDU
San Luis,12/30,68,196,2,198,2.88,0.03,2.91,AGWT,NSHO
San Luis,1/2,110,341,2,343,3.10,0.02,3.12,AGWT,NSHO
San Luis,1/3,69,101,1,102,1.46,0.01,1.48,AGWT,NSHO
Shasta Valley,12/30,11,10,0,10,0.91,0.00,0.91,OTDU,AGWT
Shasta Valley,1/2,7,43,0,43,6.14,0.00,6.14,NSHO,NSHO
Shasta Valley,1/3,10,2,0,2,0.20,0.00,0.20,AGWT,AGWT
Sutter,12/30,59,254,4,258,4.31,0.07,4.37,AMWI,NOPI
Sutter,1/2,77,359,13,372,4.66,0.17,4.83,AMWI,NOPI
Sutter,1/3,75,165,8,173,2.20,0.11,2.31,NOPI,AMWI
Volta,12/30,95,294,0,294,3.09,0.00,3.09,AGWT,NSHO
Volta,1/2,114,454,0,454,3.98,0.00,3.98,AGWT,NSHO
Volta,1/3,81,168,0,168,2.07,0.00,2.07,AGWT,NSHO
Willow Creek,1/2,2,0,1,1,0.00,0.50,0.50,CAGO,
Wister,12/30,178,443,10,453,2.49,0.06,2.54,AGWT,NSHO
Wister,1/2,231,651,32,683,2.82,0.14,2.96,AGWT,NSHO
Wister,1/3,91,79,12,91,0.87,0.13,1.00,AGWT,NSHO
Yolo,12/30,274,1059,2,1061,3.86,0.01,3.87,NSHO,AGWT
Yolo,1/2,268,1144,5,1149,4.27,0.02,4.29,NSHO,AGWT
Yolo,1/3,216,534,13,547,2.47,0.06,2.53,NSHO,AMWI
Ash Creek,1/9,9,0,4,4,0.00,0.44,0.44,CAGO,GWFG
Ash Creek,1/10,5,0,6,6,0.00,1.20,1.20,CAGO,GWFG
Colusa,1/6,110,523,6,529,4.75,0.05,4.81,GADW,NSHO
Colusa,1/9,142,468,3,471,3.30,0.02,3.32,GADW,AMWI
Colusa,1/10,85,225,3,228,2.65,0.04,2.68,GADW,AMWI
Delevan,1/6,162,598,6,604,3.69,0.04,3.73,NSHO,GADW
Delevan,1/9,200,366,12,378,1.83,0.06,1.89,GADW,NSHO
Delevan,1/10,148,268,9,277,1.81,0.06,1.87,GADW,NSHO
Delta - Twitchell,1/6,8,25,8,33,3.13,1.00,4.13,AMWI,NSHO
Delta - Twitchell,1/9,13,24,1,25,1.85,0.08,1.92,NSHO,AMWI
Freitas North,1/6,19,82,0,82,4.32,0.00,4.32,AGWT,AMWI
Freitas North,1/9,34,131,0,131,3.85,0.00,3.85,AGWT,AMWI
Freitas North,1/10,14,7,1,8,0.50,0.07,0.57,AGWT,MALL
Freitas South,1/6,15,35,4,39,2.33,0.27,2.60,AGWT,NSHO
Freitas South,1/9,26,123,0,123,4.73,0.00,4.73,AGWT,AMWI
Freitas South,1/10,9,9,0,9,1.00,0.00,1.00,AGWT,NSHO
Gadwall,1/6,33,186,0,186,5.64,0.00,5.64,AGWT,CANV
Gadwall,1/9,34,153,4,157,4.50,0.12,4.62,AGWT,NSHO
Gadwall,1/10,30,114,0,114,3.80,0.00,3.80,AGWT,AMWI
Gray Lodge,1/6,392,1610,0,1610,4.11,0.00,4.11,GADW,NSHO
Gray Lodge,1/9,477,866,2,868,1.82,0.00,1.82,NSHO,GADW
Gray Lodge,1/10,266,304,2,306,1.14,0.01,1.15,GADW,AMWI
Grizzly Island,1/6,142,450,3,453,3.17,0.02,3.19,NSHO,AMWI
Grizzly Island,1/9,223,446,6,452,2.00,0.03,2.03,AMWI,NSHO
Grizzly Island,1/10,138,225,2,227,1.63,0.01,1.64,AMWI,RUDU
Honey Lake - Dakin,1/6,7,24,0,24,3.43,0.00,3.43,MALL,AMWI
Honey Lake - Dakin,1/9,6,16,1,17,2.67,0.17,2.83,MALL,AMWI
Honey Lake - Dakin,1/10,5,6,0,6,1.20,0.00,1.20,MALL,NSHO
Honey Lake - Fleming,1/6,2,4,0,4,2.00,0.00,2.00,MALL,GADW
Honey Lake - Fleming,1/9,3,7,4,11,2.33,1.33,3.67,MALL,CAGO
Honey Lake - Fleming,1/10,9,6,0,6,0.67,0.00,0.67,AMWI,RNDU
Howard Slough,1/6,91,340,1,341,3.74,0.01,3.75,GADW,MALL
Howard Slough,1/9,110,196,2,198,1.78,0.02,1.80,AGWT,AMWI
Howard Slough,1/10,57,73,2,75,1.28,0.04,1.32,AMWI,AGWT
Joice Island,1/10,17,18,0,18,1.06,0.00,1.06,MALL,GADW
Kern,1/6,70,343,0,343,4.90,0.00,4.90,NSHO,GADW
Kesterson,1/6,82,274,9,283,3.34,0.11,3.45,AGWT,NSHO
Kesterson,1/9,84,317,1,318,3.77,0.01,3.79,AGWT,NSHO
Kesterson,1/10,65,79,13,92,1.22,0.20,1.42,AGWT,MALL
Little Dry Creek,1/6,82,365,2,367,4.45,0.02,4.48,GADW,MALL
Little Dry Creek,1/9,100,273,1,274,2.73,0.01,2.74,NSHO,GADW
Little Dry Creek,1/10,76,205,4,209,2.70,0.05,2.75,NSHO,AGWT
Llano Seco,1/6,80,338,10,348,4.23,0.13,4.35,AMWI,NSHO
Llano Seco,1/9,90,134,4,138,1.49,0.04,1.53,AMWI,NSHO
Llano Seco,1/10,42,46,0,46,1.10,0.00,1.10,AMWI,GADW
Los Banos,1/6,165,765,2,767,4.64,0.01,4.65,NSHO,AGWT
Los Banos,1/9,212,652,1,653,3.08,0.00,3.08,AGWT,NSHO
Los Banos,1/10,130,398,3,401,3.06,0.02,3.08,AGWT,NSHO
Mendota,1/6,311,1238,1,1239,3.98,0.00,3.98,AGWT,NSHO
Mendota,1/9,565,2073,2,2075,3.67,0.00,3.67,AGWT,AMWI
Mendota,1/10,191,427,7,434,2.24,0.04,2.27,AGWT,AMWI
Merced,1/6,16,71,1,72,4.44,0.06,4.50,NSHO,AGWT
Merced,1/9,0,78,0,78,,,,AGWT,GADW
Sacramento,1/6,206,839,8,847,4.07,0.04,4.11,NSHO,AGWT
Sacramento,1/9,265,624,13,637,2.35,0.05,2.40,GADW,NSHO
Sacramento,1/10,195,287,31,318,1.47,0.16,1.63,AMWI,GADW
Salt Slough,1/6,54,235,1,236,4.35,0.02,4.37,NSHO,NOPI
Salt Slough,1/9,61,182,0,182,2.98,0.00,2.98,AGWT,NSHO
Salt Slough,1/10,34,83,0,83,2.44,0.00,2.44,AGWT,NOPI
Sonny Bono Salton Sea,1/6,12,35,18,53,2.92,1.50,4.42,NSHO,LSGO
Sonny Bono Salton Sea,1/9,24,26,16,42,1.08,0.67,1.75,LSGO,AGWT
Sonny Bono Salton Sea,1/10,11,2,5,7,0.18,0.45,0.64,LSGO,NSHO
San Jacinto,1/6,110,241,0,241,2.19,0.00,2.19,NSHO,GADW
San Jacinto,1/9,165,115,3,118,0.70,0.02,0.72,NSHO,RUDU
San Luis,1/6,100,469,2,471,4.69,0.02,4.71,AGWT,NSHO
San Luis,1/9,124,395,2,397,3.19,0.02,3.20,AGWT,NSHO
San Luis,1/10,72,180,4,184,2.50,0.06,2.56,AGWT,NSHO
Shasta Valley,1/6,7,16,4,20,2.29,0.57,2.86,GADW,MALL
Shasta Valley,1/9,8,10,0,10,1.25,0.00,1.25,GADW,CANV
Shasta Valley,1/10,5,7,0,7,1.40,0.00,1.40,MALL,OTDU
Sutter,1/6,75,312,2,314,4.16,0.03,4.19,AMWI,MALL
Sutter,1/9,91,171,1,172,1.88,0.01,1.89,NSHO,AMWI
Sutter,1/10,68,132,1,133,1.94,0.01,1.96,AMWI,AGWT
Volta,1/6,71,278,0,278,3.92,0.00,3.92,NSHO,AGWT
Volta,1/9,150,404,0,404,2.69,0.00,2.69,AGWT,NSHO
Volta,1/10,55,143,1,144,2.60,0.02,2.62,AGWT,NSHO
West Bear Creek,1/9,26,133,3,136,5.12,0.12,5.23,AGWT,MALL
West Bear Creek,1/10,17,43,2,45,2.53,0.12,2.65,AMWI,AGWT
Willow Creek,1/9,6,1,2,3,0.17,0.33,0.50,CACG,MALL
Wister,1/6,71,130,32,162,1.83,0.45,2.28,AGWT,NSHO
Wister,1/9,159,262,31,293,1.65,0.19,1.84,NSHO,AGWT
Wister,1/10,71,52,7,59,0.73,0.10,0.83,NSHO,RUDU
Yolo,1/6,266,874,11,885,3.29,0.04,3.33,NSHO,AMWI
Yolo,1/9,277,579,3,582,2.09,0.01,2.10,NSHO,AMWI
Yolo,1/10,194,399,3,402,2.06,0.02,2.07,NSHO,AGWT
Ash Creek,1/13,4,0,4,4,0.00,1.00,1.00,CAGO,
Ash Creek,1/16,8,5,14,19,0.63,1.75,2.38,CAGO,AMWI
Ash Creek,1/17,7,15,27,42,2.14,3.86,6.00,CAGO,CAGO
Butte Valley,1/16,3,0,6,6,0.00,2.00,2.00,CAGO,
Butte Valley,1/17,6,21,12,33,3.50,2.00,5.50,MALL,NOPI
China Island,1/13,31,97,2,99,3.13,0.06,3.19,AGWT,AMWI
China Island,1/16,35,120,0,120,3.43,0.00,3.43,AGWT,AMWI
China Island,1/17,19,28,0,28,1.47,0.00,1.47,AGWT,AMWI
Colusa,1/13,105,423,34,457,4.03,0.32,4.35,GADW,AMWI
Colusa,1/16,143,541,7,548,3.78,0.05,3.83,GADW,AMWI
Colusa,1/17,124,170,9,179,1.37,0.07,1.44,GADW,NOPI
Delevan,1/13,137,416,21,437,3.04,0.15,3.19,GADW,NSHO
Delevan,1/16,192,355,3,358,1.85,0.02,1.86,RNDU,GADW
Delevan,1/17,120,94,1,95,0.78,0.01,0.79,AGWT,RNDU
Delta - Twitchell,1/13,8,21,3,24,2.63,0.38,3.00,AMWI,AMWI
Delta - Twitchell,1/16,8,19,1,20,2.38,0.13,2.50,NSHO,AMWI
Freitas North,1/13,25,103,0,103,4.12,0.00,4.12,AGWT,MALL
Freitas North,1/16,29,108,0,108,3.72,0.00,3.72,AGWT,MALL
Freitas North,1/17,14,34,0,34,2.43,0.00,2.43,AGWT,MALL
Freitas South,1/13,13,43,0,43,3.31,0.00,3.31,AGWT,MALL
Freitas South,1/16,18,58,5,63,3.22,0.28,3.50,AGWT,AMWI
Freitas South,1/17,6,15,0,15,2.50,0.00,2.50,AGWT,AMWI
Gadwall,1/13,27,118,1,119,4.37,0.04,4.41,AGWT,CITE
Gadwall,1/16,36,111,0,111,3.08,0.00,3.08,AGWT,NSHO
Gadwall,1/17,26,47,0,47,1.81,0.00,1.81,AGWT,BUFF
Gray Lodge,1/13,375,1082,8,1090,2.89,0.02,2.91,GADW,AMWI
Gray Lodge,1/16,341,898,9,907,2.63,0.03,2.66,GADW,AMWI
Gray Lodge,1/17,224,243,4,247,1.08,0.02,1.10,RNDU,AMWI
Grizzly Island,1/13,125,348,5,353,2.78,0.04,2.82,AMWI,NSHO
Grizzly Island,1/16,214,401,1,402,1.87,0.00,1.88,AMWI,AGWT
Grizzly Island,1/17,130,95,0,95,0.73,0.00,0.73,AMWI,AGWT
Howard Slough,1/13,92,248,5,253,2.70,0.05,2.75,GADW,MALL
Howard Slough,1/16,96,218,5,223,2.27,0.05,2.32,AGWT,GADW
Howard Slough,1/17,70,114,5,119,1.63,0.07,1.70,AGWT,RNDU
Joice Island,1/17,16,49,0,49,3.06,0.00,3.06,AGWT,NSHO
Kern,1/13,54,233,0,233,4.31,0.00,4.31,AGWT,NSHO
Kern,1/16,66,222,0,222,3.36,0.00,3.36,NSHO,AGWT
Kesterson,1/13,58,271,12,283,4.67,0.21,4.88,AGWT,NSHO
Kesterson,1/16,90,283,1,284,3.14,0.01,3.16,AGWT,RNDU
Kesterson,1/17,79,112,18,130,1.42,0.23,1.65,AGWT,NSHO
Little Dry Creek,1/13,96,218,24,242,2.27,0.25,2.52,GADW,NSHO
Little Dry Creek,1/16,110,209,7,216,1.90,0.06,1.96,RNDU,NSHO
Little Dry Creek,1/17,89,122,2,124,1.37,0.02,1.39,RNDU,AMWI
Llano Seco,1/13,68,173,34,207,2.54,0.50,3.04,AMWI,GADW
Llano Seco,1/16,86,173,8,181,2.01,0.09,2.10,AMWI,GADW
Llano Seco,1/17,46,73,16,89,1.59,0.35,1.93,RNDU,AGWT
Los Banos,1/13,149,543,3,546,3.64,0.02,3.66,AGWT,NOPI
Los Banos,1/16,223,786,6,792,3.52,0.03,3.55,AGWT,NOPI
Los Banos,1/17,180,223,4,227,1.24,0.02,1.26,AGWT,AMWI
Mendota,1/13,307,1147,1,1148,3.74,0.00,3.74,AGWT,AMWI
Mendota,1/16,465,1340,2,1342,2.88,0.00,2.89,AGWT,AMWI
Mendota,1/17,208,235,0,235,1.13,0.00,1.13,AGWT,NOPI
Merced,1/13,13,52,0,52,4.00,0.00,4.00,AGWT,NSHO
Merced,1/16,16,58,3,61,3.63,0.19,3.81,AGWT,NOPI
Sacramento,1/13,173,563,27,590,3.25,0.16,3.41,AMWI,NSHO
Sacramento,1/16,244,592,23,615,2.43,0.09,2.52,AGWT,AMWI
Sacramento,1/17,180,357,18,375,1.98,0.10,2.08,AMWI,AGWT
Salt Slough,1/13,42,160,0,160,3.81,0.00,3.81,AGWT,NOPI
Salt Slough,1/16,67,245,0,245,3.66,0.00,3.66,AGWT,NOPI
Salt Slough,1/17,40,51,0,51,1.28,0.00,1.28,AGWT,AMWI
Sonny Bono Salton Sea,1/13,5,13,35,48,2.60,7.00,9.60,LSGO,CAGO
Sonny Bono Salton Sea,1/16,29,36,25,61,1.24,0.86,2.10,AGWT,AGWT
Sonny Bono Salton Sea,1/17,20,14,26,40,0.70,1.30,2.00,CAGO,NSHO
San Jacinto,1/13,114,108,0,108,0.95,0.00,0.95,NSHO,RUDU
San Jacinto,1/16,129,162,0,162,1.26,0.00,1.26,NSHO,RUDU
San Luis,1/13,77,247,1,248,3.21,0.01,3.22,AGWT,NSHO
San Luis,1/16,112,433,2,435,3.87,0.02,3.88,AGWT,RNDU
San Luis,1/17,76,139,1,140,1.83,0.01,1.84,AGWT,MALL
Shasta Valley,1/13,9,9,0,9,1.00,0.00,1.00,MALL,MALL
Shasta Valley,1/16,15,23,4,27,1.53,0.27,1.80,MALL,AMWI
